(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.75, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.76, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.77, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.78, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.79, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.80, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.81, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.82, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.83, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.84, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.85, 0.00)
(0.00, 1.86, 0.00)
(0.01, 1.86, 0.00)
(0.01, 1.86, 0.00)
(0.01, 1.86, 0.00)
(0.01, 1.86, 0.00)
(0.01, 1.86, 0.00)
(0.01, 1.86, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.87, 0.00)
(0.01, 1.88, 0.00)
(0.01, 1.88, 0.00)
(0.01, 1.88, 0.00)
(0.02, 1.88, 0.00)
(0.02, 1.88, 0.00)
(0.02, 1.88, 0.00)
(0.02, 1.88, 0.00)
(0.02, 1.89, 0.00)
(0.02, 1.89, 0.00)
(0.02, 1.89, 0.00)
(0.02, 1.89, 0.00)
(0.02, 1.89, 0.00)
(0.02, 1.89, 0.00)
(0.02, 1.89, 0.00)
