(0.00, 0.74, 0.00)
(0.00, 0.74, 0.00)
(0.00, 0.74, 0.00)
(0.00, 0.74, 0.00)
(0.00, 0.74, 0.00)
(0.00, 0.74, 0.00)
(0.00, 0.74, 0.00)
(0.01, 0.74, 0.00)
(0.01, 0.74, 0.00)
(0.01, 0.74, 0.00)
(0.01, 0.74, 0.00)
(0.02, 0.74, 0.00)
(0.02, 0.74, 0.00)
(0.02, 0.74, 0.00)
(0.03, 0.74, 0.00)
(0.03, 0.74, 0.00)
(0.04, 0.73, 0.00)
(0.04, 0.73, 0.00)
(0.05, 0.73, 0.00)
(0.05, 0.73, 0.00)
(0.06, 0.73, 0.00)
(0.07, 0.73, 0.00)
(0.07, 0.73, 0.00)
(0.08, 0.73, 0.00)
(0.09, 0.73, 0.00)
(0.09, 0.73, 0.00)
(0.10, 0.73, 0.00)
(0.11, 0.73, 0.00)
(0.12, 0.73, 0.00)
(0.12, 0.73, 0.00)
(0.13, 0.73, 0.00)
(0.14, 0.73, 0.00)
(0.15, 0.72, 0.00)
(0.16, 0.72, 0.00)
(0.17, 0.72, 0.00)
(0.18, 0.72, 0.00)
(0.19, 0.72, 0.00)
(0.20, 0.72, 0.00)
(0.21, 0.72, 0.00)
(0.22, 0.72, 0.00)
(0.23, 0.72, 0.00)
(0.24, 0.72, 0.00)
(0.26, 0.72, 0.00)
(0.27, 0.72, 0.00)
(0.28, 0.72, 0.00)
(0.29, 0.72, 0.00)
(0.30, 0.71, 0.00)
(0.32, 0.71, 0.00)
(0.33, 0.71, 0.00)
(0.34, 0.71, 0.00)
(0.36, 0.71, 0.00)
(0.37, 0.71, 0.00)
(0.38, 0.71, 0.00)
(0.40, 0.71, 0.00)
(0.41, 0.71, 0.00)
(0.43, 0.71, 0.00)
(0.44, 0.71, 0.00)
(0.46, 0.71, 0.00)
(0.47, 0.71, 0.00)
(0.48, 0.71, 0.00)
(0.50, 0.71, 0.00)
(0.52, 0.71, 0.00)
(0.53, 0.71, 0.00)
(0.55, 0.71, 0.00)
(0.56, 0.71, 0.00)
(0.58, 0.71, 0.00)
(0.59, 0.71, 0.00)
(0.61, 0.71, 0.00)
(0.63, 0.71, 0.00)
(0.64, 0.71, 0.00)
(0.66, 0.71, 0.00)
(0.68, 0.71, 0.00)
(0.69, 0.71, 0.00)
(0.71, 0.71, 0.00)
(0.73, 0.71, 0.00)
(0.74, 0.71, 0.00)
(0.76, 0.71, 0.00)
(0.78, 0.71, 0.00)
(0.79, 0.71, 0.00)
(0.81, 0.71, 0.00)
(0.83, 0.71, 0.00)
(0.85, 0.71, 0.00)
(0.86, 0.71, -0.01)
(0.88, 0.71, -0.01)
(0.90, 0.71, -0.01)
(0.92, 0.71, -0.01)
(0.93, 0.71, -0.01)
(0.95, 0.71, -0.01)
(0.97, 0.71, -0.01)
(0.99, 0.71, -0.01)
(1.00, 0.71, -0.01)
(1.02, 0.71, -0.01)
(1.04, 0.72, -0.01)
(1.06, 0.72, -0.01)
(1.08, 0.72, -0.01)
(1.09, 0.72, -0.02)
(1.11, 0.72, -0.02)
(1.13, 0.72, -0.02)
(1.15, 0.72, -0.02)
(1.17, 0.72, -0.02)
(1.18, 0.72, -0.02)
(1.20, 0.72, -0.02)
(1.22, 0.72, -0.03)
(1.24, 0.72, -0.03)
(1.25, 0.72, -0.03)
(1.27, 0.72, -0.03)
(1.29, 0.72, -0.03)
(1.31, 0.72, -0.03)
(1.33, 0.73, -0.04)
(1.34, 0.73, -0.04)
(1.36, 0.73, -0.04)
(1.38, 0.73, -0.04)
(1.40, 0.73, -0.04)
(1.41, 0.73, -0.05)
(1.43, 0.73, -0.05)
(1.45, 0.73, -0.05)
(1.47, 0.73, -0.05)
(1.48, 0.73, -0.06)
(1.50, 0.74, -0.06)
